name,inst_id
Shahid Sadoughi University of Medical Sciences,https://openalex.org/I223669574
Shahjalal University of Science and Technology,https://openalex.org/I133190216
Shahrekord University,https://openalex.org/I127908078
Shahrekord University of Medical Sciences,https://openalex.org/I170350485
Shahrood University of Technology,https://openalex.org/I176861719
Shahroud University of Medical Sciences,https://openalex.org/I71736372
Shandong University,https://openalex.org/I154099455
Shanghai Jiao Tong University,https://openalex.org/I183067930
Shanghai Maritime University,https://openalex.org/I96733725
Shanghai Normal University,https://openalex.org/I21945476
Shanghai University,https://openalex.org/I113940042
Shanghai University of Finance and Economics,https://openalex.org/I181679659
Shantou University,https://openalex.org/I32574673
Shanxi Medical University,https://openalex.org/I17721919
Shaqra University,https://openalex.org/I206935292
Sharda University,https://openalex.org/I74885063
Sharif University of Technology,https://openalex.org/I133529467
Sheffield Hallam University,https://openalex.org/I71422933
Shenzhen University,https://openalex.org/I180726961
Shibaura Institute of Technology,https://openalex.org/I171481255
Shiga University of Medical Science,https://openalex.org/I160046202
Shimane University,https://openalex.org/I169016828
Shinshu University,https://openalex.org/I137975476
Shiraz University,https://openalex.org/I166459259
Shiraz University of Medical Sciences,https://openalex.org/I194604659
Shiraz University of Technology,https://openalex.org/I204490172
Shiv Nadar University,https://openalex.org/I26604189
Shivaji University,https://openalex.org/I141641110
Shizuoka University,https://openalex.org/I1298590031
Shoolini University of Biotechnology and Management Sciences,https://openalex.org/I4210133311
Showa University,https://openalex.org/I119182057
Shree Guru Gobind Singh Tricentenary University,https://openalex.org/I3130021832
Shri Mata Vaishno Devi University,https://openalex.org/I59179055
Siberian Federal University,https://openalex.org/I4853710
Siberian State Medical University,https://openalex.org/I196530094
Sichuan University,https://openalex.org/I24185976
Sichuan University of Science and Engineering,https://openalex.org/I64852412
Sidi Mohamed Ben Abdellah University,https://openalex.org/I81605866
Sikkim Manipal University,https://openalex.org/I81433678
Siksha ‘O’ Anusandhan,https://openalex.org/I193073490
Silesian University of Technology,https://openalex.org/I119004910
Silpakorn University,https://openalex.org/I86677382
Simon Fraser University,https://openalex.org/I18014758
Simón Bolívar University,https://openalex.org/I629287
Sinop University,https://openalex.org/I76257594
Sivas Cumhuriyet University,https://openalex.org/I12700597
Slovak University of Agriculture in Nitra,https://openalex.org/I128193699
Slovak University of Technology in Bratislava,https://openalex.org/I110757952
Sofia University,https://openalex.org/I58918642
Sogang University,https://openalex.org/I148751991
Sohag University,https://openalex.org/I97455420
Soochow University,https://openalex.org/I3923682
Soonchunhyang University,https://openalex.org/I24541011
Soongsil University,https://openalex.org/I141371507
Sophia University,https://openalex.org/I42999171
Sorbonne University,https://openalex.org/I39804081
South China Normal University,https://openalex.org/I187400657
South China University of Technology,https://openalex.org/I90610280
South Dakota Mines,https://openalex.org/I184647316
South Dakota State University,https://openalex.org/I177156846
South Ural State University,https://openalex.org/I107640659
South Valley University,https://openalex.org/I189575948
Southeast University,https://openalex.org/I76569877
Southern Cross University,https://openalex.org/I66809481
Southern Federal University,https://openalex.org/I137534880
Southern Illinois University Carbondale,https://openalex.org/I110378019
Southern Medical University,https://openalex.org/I58200834
Southern Methodist University,https://openalex.org/I178169726
Southern University of Science and Technology,https://openalex.org/I3045169105
Southwest Jiaotong University,https://openalex.org/I4800084
Southwest Petroleum University,https://openalex.org/I165745306
Southwest State University,https://openalex.org/I345918524
Southwestern University of Finance and Economics,https://openalex.org/I204831749
Sri Lanka Institute of Information Technology,https://openalex.org/I192365124
Sri Ramachandra Institute of Higher Education and Research,https://openalex.org/I20107917
Sri Venkateswara University,https://openalex.org/I170558118
Srinakharinwirot University,https://openalex.org/I76920116
St Francis Xavier University,https://openalex.org/I197191942
"St George’s, University of London",https://openalex.org/I165862685
St Marianna University School of Medicine,https://openalex.org/I163917720
Saint Petersburg Electrotechnical University,https://openalex.org/I41518628
Staffordshire University,https://openalex.org/I198012923
Stanford University,https://openalex.org/I97018004
Sunan Gunung Djati State Islamic University,https://openalex.org/I4210107902
"State University ""Kyiv Aviation Institute""",https://openalex.org/I90281761
State University of Bahia,https://openalex.org/I345918524
State University of Malang,https://openalex.org/I102893293
State University of Ponta Grossa,https://openalex.org/I68207295
State University of Santa Cruz,https://openalex.org/I3122449915
State University of Southwestern Bahia,https://openalex.org/I345918524
Stellenbosch University,https://openalex.org/I26092322
Stevens Institute of Technology,https://openalex.org/I108468826
Stockholm University,https://openalex.org/I161593684
Stony Brook University,https://openalex.org/I59553526
Suez Canal University,https://openalex.org/I114794399
Suez University,https://openalex.org/I130009713
Sukkur IBA University,https://openalex.org/I68288478
Sultan Qaboos University,https://openalex.org/I47818738
Sumy State University,https://openalex.org/I25822123
Sun Yat-sen University,https://openalex.org/I157773358
Sungkyunkwan University,https://openalex.org/I848706
Sunway University,https://openalex.org/I84339108
Suranaree University of Technology,https://openalex.org/I82475049
Swansea University,https://openalex.org/I39586589
Swedish University of Agricultural Sciences,https://openalex.org/I298625061
Swinburne University of Technology,https://openalex.org/I57093077
Symbiosis International University,https://openalex.org/I244572783
Syracuse University,https://openalex.org/I70983195
Szent István University,https://openalex.org/I1290523313
Széchenyi István University,https://openalex.org/I83579964
Süleyman Demirel University,https://openalex.org/I175124709
TOBB University of Economics and Technology,https://openalex.org/I13236232
TU Bergakademie Freiberg,https://openalex.org/I61893789
TU Braunschweig,https://openalex.org/I94509681
TU Dortmund University,https://openalex.org/I200332995
TU Dresden,https://openalex.org/I78650965
TU Wien,https://openalex.org/I145847075
Tabriz University of Medical Sciences,https://openalex.org/I163205636
Taibah University,https://openalex.org/I23075662
Taif University,https://openalex.org/I179331831
Taipei Medical University,https://openalex.org/I47519274
Taiz University,https://openalex.org/I36197038
Tallinn University,https://openalex.org/I111112146
Tallinn University of Technology,https://openalex.org/I111112146
Tamil Nadu Agricultural University,https://openalex.org/I134900695
Tamkang University,https://openalex.org/I107470533
Tampere University,https://openalex.org/I166825849
Tampere University of Technology,https://openalex.org/I4387152565
Tanta University,https://openalex.org/I21376657
Taras Shevchenko National University of Kyiv,https://openalex.org/I189238007
Tarbiat Modares University,https://openalex.org/I1516879
Tashkent Institute of Irrigation and Agricultural Mechanization Engineers,https://openalex.org/I4210109462
Tashkent State Technical University,https://openalex.org/I3020809043
Tashkent University of Information Technologies,https://openalex.org/I4405263572
Tata Institute of Fundamental Research,https://openalex.org/I11947397
Technical University of Berlin,https://openalex.org/I4577782
Technical University of Cartagena,https://openalex.org/I3123212020
Technical University of Cluj-Napoca,https://openalex.org/I158333966
Technical University of Crete,https://openalex.org/I55741626
Technical University of Darmstadt,https://openalex.org/I31512782
Technical University of Denmark,https://openalex.org/I96673099
Technical University of Košice,https://openalex.org/I183764125
Technical University of Liberec,https://openalex.org/I147009085
Technical University of Madrid,https://openalex.org/I88060688
Technical University of Munich,https://openalex.org/I62916508
Technical University of Sofia,https://openalex.org/I31151848
Technion Israel Institute of Technology,https://openalex.org/I174306211
Technische Universität Ilmenau,https://openalex.org/I119449181
Technological University Dublin,https://openalex.org/I4210144925
Technological University of Pereira,https://openalex.org/I200183955
Tecnológico de Costa Rica,https://openalex.org/I145372079
Tecnológico de Monterrey,https://openalex.org/I98461037
Teesside University,https://openalex.org/I874055015
Tehran University of Medical Sciences,https://openalex.org/I70640408
Teikyo University,https://openalex.org/I87531838
Tekirdağ Namık Kemal University,https://openalex.org/I125454184
Tel Aviv University,https://openalex.org/I16391192
Telkom University,https://openalex.org/I862893732
Temple University,https://openalex.org/I84392919
Temuco Catholic University,https://openalex.org/I2802558902
Texas A&M University,https://openalex.org/I91045830
Texas State University,https://openalex.org/I13511017
Texas Tech University,https://openalex.org/I12315562
Tezpur University,https://openalex.org/I126601174
Thammasat University,https://openalex.org/I108108428
Thapar Institute of Engineering and Technology,https://openalex.org/I162030827
British University in Egypt,https://openalex.org/I154023281
Catholic University of America,https://openalex.org/I84470341
The Catholic University of Korea,https://openalex.org/I4210160144
Catholic University of Korea,https://openalex.org/I87111246
Education University of Hong Kong,https://openalex.org/I4210086892
Hashemite University,https://openalex.org/I157392197
The Hong Kong University of Science and Technology,https://openalex.org/I4405261251
Islamia University of Bahawalpur,https://openalex.org/I174731842
Jikei University School of Medicine,https://openalex.org/I115498069
John Paul II Catholic University of Lublin,https://openalex.org/I111702420
The New School,https://openalex.org/I102179633
The Open University,https://openalex.org/I204136569
"The University of Agriculture, Peshawar",https://openalex.org/I246743127
University of Aizu,https://openalex.org/I141591182
University of Alabama,https://openalex.org/I32389192
University of Chicago,https://openalex.org/I40347166
University of Da Nang,https://openalex.org/I3129492623
University of Electro Communications,https://openalex.org/I20529979
University of Haripur,https://openalex.org/I2801349156
University of Jordan,https://openalex.org/I114972647
The University of Notre Dame Australia,https://openalex.org/I93396115
The University of Osaka,https://openalex.org/I98285908
The University of Queensland,https://openalex.org/I165143802
The University of Sydney,https://openalex.org/I129604602
University of Tennessee Knoxville,https://openalex.org/I75027704
The University of Texas at San Antonio,https://openalex.org/I165951966
The University of Tokyo,https://openalex.org/I74801974
University of Tulsa,https://openalex.org/I87208437
The University of Western Australia,https://openalex.org/I177877127
The University of the West Indies,https://openalex.org/I137799390
Thiagarajar College of Engineering,https://openalex.org/I21234101
Tianjin Normal University,https://openalex.org/I15062923
Tianjin University,https://openalex.org/I162868743
Tikrit University,https://openalex.org/I72539421
Tilburg University,https://openalex.org/I193700539
Tishk International University,https://openalex.org/I908820301
Toho University,https://openalex.org/I129634264
Tohoku University,https://openalex.org/I201537933
Tokai University,https://openalex.org/I1314466530
Tokat Gaziosmanpaşa University,https://openalex.org/I238144855
Tokushima University,https://openalex.org/I922474255
Tokyo City University,https://openalex.org/I185088104
Tokyo Denki University,https://openalex.org/I165522056
Tokyo Institute of Technology,https://openalex.org/I114531698
Tokyo Medical University,https://openalex.org/I158929114
Tokyo Medical and Dental University,https://openalex.org/I125602781
Tokyo Metropolitan University,https://openalex.org/I69740276
Tokyo University of Agriculture,https://openalex.org/I92614990
Tokyo University of Agriculture and Technology,https://openalex.org/I92614990
Tokyo University of Marine Science and Technology,https://openalex.org/I48840829
Tokyo University of Pharmacy and Life Sciences,https://openalex.org/I149964584
Tokyo University of Science,https://openalex.org/I161296585
Tokyo University of Technology,https://openalex.org/I148798404
Tomas Bata University in Zlín,https://openalex.org/I165737746
Tomsk Polytechnic University,https://openalex.org/I30849647
Tomsk State University,https://openalex.org/I196355604
Ton Duc Thang University,https://openalex.org/I141445968
Tongji University,https://openalex.org/I116953780
Toronto Metropolitan University,https://openalex.org/I530967
Tottori University,https://openalex.org/I4588055
Toulouse 1 Capitole University,https://openalex.org/I3131550300
Toyama Prefectural University,https://openalex.org/I63216439
Toyo University,https://openalex.org/I158123994
Toyohashi University of Technology,https://openalex.org/I136259955
Toyota Technological Institute,https://openalex.org/I4840577
Trakia University,https://openalex.org/I173112312
Trakya University,https://openalex.org/I12387023
Transilvania University of Brașov,https://openalex.org/I3123573182
Tribhuvan University,https://openalex.org/I155028946
Trinity College Dublin,https://openalex.org/I205274468
Tshwane University of Technology,https://openalex.org/I137616099
Tsinghua University,https://openalex.org/I99065089
Tufts University,https://openalex.org/I121934306
Tula State University,https://openalex.org/I127366699
Tulane University,https://openalex.org/I114832834
Tunghai University,https://openalex.org/I169090423
Tzu Chi University,https://openalex.org/I189772984
Télécom Paris,https://openalex.org/I12356871
Télécom SudParis,https://openalex.org/I4387153010
UCL,https://openalex.org/I45129253
University of Economics Ho Chi Minh City,https://openalex.org/I181727666
International University of La Rioja,https://openalex.org/I4210116615
UNSW Sydney,https://openalex.org/I31746571
UPES,https://openalex.org/I5847235
University of Agricultural Sciences and Veterinary Medicine Cluj Napoca,https://openalex.org/I208626154
UWE Bristol (University of the West of England),https://openalex.org/I178535277
Ubon Ratchathani University,https://openalex.org/I72091625
Ufa State Aviation Technical University,https://openalex.org/I7885462
Ufa State Petroleum Technological University,https://openalex.org/I7901131
Ufa University of Science and Technology,https://openalex.org/I4387155162
UiT The Arctic University of Norway,https://openalex.org/I78037679
Ukrainian State University of Science and Technologies,https://openalex.org/I4387154586
Ulm University,https://openalex.org/I4210155144
UNIST,https://openalex.org/I48566637
Ulster University,https://openalex.org/I138801177
Umeå University,https://openalex.org/I90267481
Umm Al-Qura University,https://openalex.org/I199693650
United Arab Emirates University,https://openalex.org/I201726411
Universidad Autónoma Chapingo,https://openalex.org/I31466659
Universidad Autónoma de Chile,https://openalex.org/I3121512035
Universidad Autónoma de Ciudad Juárez,https://openalex.org/I114756412
Universidad Autónoma de Coahuila,https://openalex.org/I194672558
Universidad Autónoma de Querétaro,https://openalex.org/I157492648
Universidad Autónoma de Yucatán,https://openalex.org/I23878562
Universidad Autónoma del Estado de Hidalgo,https://openalex.org/I104854061
Universidad Autónoma del Estado de Morelos,https://openalex.org/I884181516
Catholic University of Murcia,https://openalex.org/I68763199
Universidad Católica de la Santísima Concepción,https://openalex.org/I38685851
Universidad Católica del Maule,https://openalex.org/I2799535320
University of South Florida,https://openalex.org/I2613432
University of South Wales,https://openalex.org/I128993996
University of Southampton,https://openalex.org/I43439940
University of Southern California,https://openalex.org/I1174212
University of Southern Denmark,https://openalex.org/I177969490
University of Southern Mississippi,https://openalex.org/I44854399
University of Southern Queensland,https://openalex.org/I185523456
University of Split,https://openalex.org/I92251255
University of Sri Jayewardenepura,https://openalex.org/I172828483
University of St Andrews,https://openalex.org/I16835326
University of St Gallen,https://openalex.org/I4210145378
University of Staffordshire,https://openalex.org/I198012923
University of Stavanger,https://openalex.org/I92008406
University of Stirling,https://openalex.org/I12093191
University of Strasbourg,https://openalex.org/I68947357
University of Strathclyde,https://openalex.org/I181647926
University of Stuttgart,https://openalex.org/I100066346
University of Sulaimani,https://openalex.org/I64952554
University of Sunderland,https://openalex.org/I5728261
University of Surrey,https://openalex.org/I28290843
University of Sussex,https://openalex.org/I162608824
University of Szczecin,https://openalex.org/I104588304
University of Szeged,https://openalex.org/I227486990
University of São Paulo,https://openalex.org/I17974374
University of Tabriz,https://openalex.org/I41832843
University of Tabuk,https://openalex.org/I72264486
University of Taipei,https://openalex.org/I118292597
University of Talca,https://openalex.org/I134695357
University of Tampere,https://openalex.org/I150589677
University of Tarapacá,https://openalex.org/I185652977
University of Tartu,https://openalex.org/I56085075
University of Tasmania,https://openalex.org/I129801699
University of Technology Sydney,https://openalex.org/I114017466
University of Technology of Compiègne,https://openalex.org/I102516824
University of Technology of Troyes,https://openalex.org/I140494188
"University of Technology, Iraq",https://openalex.org/I171256487
University of Tehran,https://openalex.org/I23946033
University of Texas Rio Grande Valley,https://openalex.org/I2802326326
University of Texas at Arlington,https://openalex.org/I189196454
University of Texas at Austin,https://openalex.org/I86519309
University of Texas at Dallas,https://openalex.org/I162577319
University of Texas at El Paso,https://openalex.org/I164936912
University of Thessaly,https://openalex.org/I145722265
Thi Qar University,https://openalex.org/I202735123
University of Toledo,https://openalex.org/I90871651
University of Toronto,https://openalex.org/I185261750
University of Toulouse,https://openalex.org/I17866349
University of Tours,https://openalex.org/I110017253
University of Toyama,https://openalex.org/I42766147
University of Trento,https://openalex.org/I193223587
University of Trieste,https://openalex.org/I142444530
University of Tripoli,https://openalex.org/I23906160
University of Trás-os-Montes and Alto Douro,https://openalex.org/I155381812
University of Tsukuba,https://openalex.org/I146399215
University of Tunis,https://openalex.org/I4210099802
Tunis El Manar University,https://openalex.org/I63596082
University of Turin,https://openalex.org/I55143463
University of Turku,https://openalex.org/I155660961
University of Tuscia,https://openalex.org/I138938424
University of Twente,https://openalex.org/I94624287
University of Tyumen,https://openalex.org/I3020440027
University of Tübingen,https://openalex.org/I8087733
University of Udine,https://openalex.org/I129043915
University of Ulsan,https://openalex.org/I40542001
University of Urbino Carlo Bo,https://openalex.org/I190397597
University of Utah,https://openalex.org/I223532165
University of Vaasa,https://openalex.org/I79765343
University of Valencia,https://openalex.org/I16097986
University of Valladolid,https://openalex.org/I108103353
University of Valparaíso,https://openalex.org/I79274474
University of Venda,https://openalex.org/I84929415
University of Veracruz,https://openalex.org/I147280213
University of Vermont,https://openalex.org/I111236770
"University of Veterinary and Animal Sciences, Lahore",https://openalex.org/I79839403
University of Vic – Central University of Catalonia,https://openalex.org/I115304662
University of Victoria,https://openalex.org/I212119943
University of Vienna,https://openalex.org/I129774422
University of Vigo,https://openalex.org/I6289922
University of Virginia,https://openalex.org/I51556381
University of Waikato,https://openalex.org/I52179390
University of Warmia and Mazury in Olsztyn,https://openalex.org/I47996466
University of Warsaw,https://openalex.org/I4654613
University of Warwick,https://openalex.org/I39555362
University of Washington,https://openalex.org/I201448701
University of Waterloo,https://openalex.org/I151746483
University of West Attica,https://openalex.org/I4210094138
University of West Bohemia,https://openalex.org/I92715842
University of West London,https://openalex.org/I177463362
University of Western Macedonia,https://openalex.org/I89506807
University of Westminster,https://openalex.org/I94951947
University of Winchester,https://openalex.org/I184461854
University of Windsor,https://openalex.org/I74413500
University of Wisconsin,https://openalex.org/I135310074
University of Wisconsin-Madison,https://openalex.org/I135310074
University of Wisconsin-Milwaukee,https://openalex.org/I43579087
University of Wollongong,https://openalex.org/I204824540
University of Wolverhampton,https://openalex.org/I119664326
University of Worcester,https://openalex.org/I808010
University of Wrocław,https://openalex.org/I219388962
University of Wuppertal,https://openalex.org/I167360494
University of Wyoming,https://openalex.org/I12834331
University of Würzburg,https://openalex.org/I25974101
University of Yamanashi,https://openalex.org/I66906201
University of York,https://openalex.org/I52099693
University of Zagreb,https://openalex.org/I181343428
University of Zambia,https://openalex.org/I33278361
University of Zanjan,https://openalex.org/I99861883
University of Zaragoza,https://openalex.org/I255234318
University of Zimbabwe,https://openalex.org/I153455119
University of Zurich,https://openalex.org/I202697423
University of la Costa,https://openalex.org/I4210112678
University of the Aegean,https://openalex.org/I98805295
"University of the Andes, Chile",https://openalex.org/I189977406
Universidad de los Andes,https://openalex.org/I162096671
University of the Arts London,https://openalex.org/I86211378
University of the Azores,https://openalex.org/I115891769
University of the Balearic Islands,https://openalex.org/I50441567
University of the Basque Country,https://openalex.org/I169108374
University of the Free State,https://openalex.org/I26999989
Universidad del Norte,https://openalex.org/I142879360
University of Peloponnese,https://openalex.org/I158716096
University of the Philippines,https://openalex.org/I5791819
University of the Punjab,https://openalex.org/I172780181
University of the Ryukyus,https://openalex.org/I32915989
University of the South Pacific,https://openalex.org/I44666525
University of the Sunshine Coast,https://openalex.org/I174025329
University of the West of England,https://openalex.org/I178535277
University of the West of Scotland,https://openalex.org/I868834043
University of the Western Cape,https://openalex.org/I869660684
University of the Witwatersrand,https://openalex.org/I192619145
University of Évora,https://openalex.org/I21803372
University of Łódź,https://openalex.org/I34250744
University of Žilina,https://openalex.org/I3122011922
Università Cattolica del Sacro Cuore,https://openalex.org/I103320735
Università della Svizzera italiana,https://openalex.org/I57201433
Universität Heidelberg,https://openalex.org/I223822909
Université 8 Mai 1945 Guelma,https://openalex.org/I4210097536
Université Bourgogne Europe,https://openalex.org/I4405253280
Université Catholique de Louvain,https://openalex.org/I95674353
Cheikh Anta Diop University,https://openalex.org/I96840727
Chouaib Doukkali University,https://openalex.org/I4210125507
Université Côte d'Azur,https://openalex.org/I201841394
Djillali Liabes University,https://openalex.org/I4210125514
Université Frères Mentouri Constantine 1,https://openalex.org/I125485651
Université Grenoble Alpes,https://openalex.org/I899635006
Université Hassan 1er,https://openalex.org/I4210145365
Université Hassan II de Casablanca,https://openalex.org/I99297268
Université Kasdi Merbah Ouargla,https://openalex.org/I114564095
Université Laval,https://openalex.org/I43406934
Université Libre de Bruxelles,https://openalex.org/I132053463
Mouloud Mammeri University,https://openalex.org/I4210159538
Université Paris Cité,https://openalex.org/I204730241
Université Paris-Saclay,https://openalex.org/I277688954
Université Polytechnique Hauts-de-France,https://openalex.org/I70348806
Université Saint-Joseph de Beyrouth,https://openalex.org/I184679254
Université Sorbonne Nouvelle,https://openalex.org/I182627622
Université Sultan Moulay Slimane,https://openalex.org/I4210119856
Université de Bretagne Occidentale,https://openalex.org/I161929037
Université de Gabès,https://openalex.org/I68916915
Université de Montréal,https://openalex.org/I70931966
Université de Poitiers,https://openalex.org/I32881790
Université de Sherbrooke,https://openalex.org/I135117807
University of Skikda,https://openalex.org/I98962006
Université de Versailles Saint-Quentin-en-Yvelines,https://openalex.org/I195731000
Université du Québec,https://openalex.org/I159129438
Université du Québec à Montréal,https://openalex.org/I159129438
Université d’Orléans,https://openalex.org/I12449238
Uppsala University,https://openalex.org/I123387679
Ural Federal University,https://openalex.org/I130823665
Urmia University,https://openalex.org/I38476204
Urmia University of Medical Sciences,https://openalex.org/I4391767979
Urmia University of Technology,https://openalex.org/I143150842
"Usmanu Danfodiyo University, Sokoto",https://openalex.org/I4210098521
Utrecht University,https://openalex.org/I193662353
Utsunomiya University,https://openalex.org/I207399273
Uzhhorod National University,https://openalex.org/I77443782
Uşak University,https://openalex.org/I204585392
Vernadsky Crimean Federal University,https://openalex.org/I4210164656
Karazin Kharkiv National University,https://openalex.org/I8765205
VIT University,https://openalex.org/I4401726783
VSB - Technical University of Ostrava,https://openalex.org/I142208455
Vali-e-Asr University of Rafsanjan,https://openalex.org/I3020488725
Van Yüzüncü Yil University,https://openalex.org/I118567650
Vanderbilt University,https://openalex.org/I200719446
Vasyl Stefanyk Carpathian National University,https://openalex.org/I4210155269
Vasyl Stefanyk Precarpathian National University,https://openalex.org/I4210155269
VELS University,https://openalex.org/I138876546
Vel Tech University,https://openalex.org/I1330855593
Verona University,https://openalex.org/I119439378
Victoria University,https://openalex.org/I71270174
Victoria University of Wellington,https://openalex.org/I41156924
Vietnam National University (Ho Chi Minh City),https://openalex.org/I123565023
"Vietnam National University, Hanoi",https://openalex.org/I177233841
Vilnius Gediminas Technical University (Vilnius Tech),https://openalex.org/I167420956
Vilnius University,https://openalex.org/I173212132
Vinayaka Mission’s Research Foundation,https://openalex.org/I175548057
Virginia Commonwealth University,https://openalex.org/I184840846
Virginia Polytechnic Institute and State University,https://openalex.org/I859038795
"Visvesvaraya National Institute of Technology, Nagpur",https://openalex.org/I167153416
Vita-Salute San Raffaele University,https://openalex.org/I154387261
Volgograd State Medical University,https://openalex.org/I155623535
Volgograd State Technical University,https://openalex.org/I4210140902
Volgograd State University,https://openalex.org/I65322002
Voronezh State Technical University,https://openalex.org/I4210106257
Voronezh State University,https://openalex.org/I71305448
Vrije Universiteit Amsterdam,https://openalex.org/I865915315
Vrije Universiteit Brussel,https://openalex.org/I13469542
Vytautas Magnus University,https://openalex.org/I188730046
Wageningen University & Research,https://openalex.org/I913481162
Wakayama Medical University,https://openalex.org/I190805021
Wake Forest University,https://openalex.org/I47251452
Walailak University,https://openalex.org/I96916377
Warsaw University of Life Sciences,https://openalex.org/I170230895
Warsaw University of Technology,https://openalex.org/I108403487
Waseda University,https://openalex.org/I150744194
Washington State University,https://openalex.org/I72951846
Washington University in St Louis,https://openalex.org/I204465549
Wasit University,https://openalex.org/I39498419
Wayne State University,https://openalex.org/I185443292
Wenzhou Medical University,https://openalex.org/I27781120
Wenzhou University,https://openalex.org/I146620803
West University of Timişoara,https://openalex.org/I3121153395
West Virginia University,https://openalex.org/I12097938
Western Kentucky University,https://openalex.org/I94339441
Western Michigan University,https://openalex.org/I141649380
Western Sydney University,https://openalex.org/I63525965
Western University,https://openalex.org/I125749732
Western Washington University,https://openalex.org/I52669646
Wilfrid Laurier University,https://openalex.org/I75381157
William & Mary,https://openalex.org/I16285277
Woosong University,https://openalex.org/I85389745
Worcester Polytechnic Institute,https://openalex.org/I107077323
Wroclaw Medical University,https://openalex.org/I385303915
Wrocław University of Environmental and Life Sciences,https://openalex.org/I27912750
Wrocław University of Science and Technology,https://openalex.org/I11923345
Wuhan Textile University,https://openalex.org/I4210119942
Wuhan University,https://openalex.org/I37461747
Wuhan University of Technology,https://openalex.org/I196699116
Xiamen University,https://openalex.org/I191208505
Xiangtan University,https://openalex.org/I4610292
Xidian University,https://openalex.org/I149594827
Xi’an Jiaotong University,https://openalex.org/I87445476
Yale University,https://openalex.org/I32971472
Yamagata University,https://openalex.org/I112524849
Yamaguchi University,https://openalex.org/I173915773
Yanbian University,https://openalex.org/I1793135
Yangzhou University,https://openalex.org/I78978612
Yanshan University,https://openalex.org/I39333907
Yarmouk University,https://openalex.org/I85507684
Yasouj University,https://openalex.org/I3121641575
Yazd University,https://openalex.org/I112536369
Yaşar University,https://openalex.org/I59944920
Yeditepe University,https://openalex.org/I100072489
Yerevan State University,https://openalex.org/I196551433
Yeshiva University,https://openalex.org/I19772626
Yeungnam University,https://openalex.org/I55240360
Yogyakarta State University,https://openalex.org/I127859547
Yokohama City University,https://openalex.org/I89630735
Yokohama National University,https://openalex.org/I180203408
Yonsei University,https://openalex.org/I193775966
York St John University,https://openalex.org/I124246371
York University,https://openalex.org/I57206974
Yuan Ze University,https://openalex.org/I99908691
Yuri Gagarin State Technical University,https://openalex.org/I177697070
Yuriy Fedkovych Chernivtsi National University,https://openalex.org/I130701412
Yıldız Technical University,https://openalex.org/I4101805
ZHAW Zurich University of Applied Sciences,https://openalex.org/I858936495
Zagazig University,https://openalex.org/I192398990
Zahedan University of Medical Sciences,https://openalex.org/I4210133472
Zanjan University of Medical Sciences,https://openalex.org/I116768543
Zayed University,https://openalex.org/I91044093
Zewail City of Science and Technology,https://openalex.org/I4210150948
Zhejiang Chinese Medical University,https://openalex.org/I114539943
Zhejiang Gongshang University,https://openalex.org/I75059550
Zhejiang Normal University,https://openalex.org/I135237710
Zhejiang Sci-Tech University,https://openalex.org/I1328775524
Zhejiang University,https://openalex.org/I76130692
Zhejiang University of Finance and Economics,https://openalex.org/I90727586
Zhejiang University of Technology,https://openalex.org/I55712492
Zhengzhou University,https://openalex.org/I38877650
Ziane Achour University of Djelfa,https://openalex.org/I4210086990
Zonguldak Bülent Ecevit University,https://openalex.org/I3017902709
Åbo Akademi University,https://openalex.org/I130217899
Çanakkale Onsekiz Mart University,https://openalex.org/I115953327
Çankırı Karatekin University,https://openalex.org/I224962290
École Centrale de Lyon,https://openalex.org/I112936343
Ecole des Ponts ParisTech,https://openalex.org/I142631665
ENTPE,https://openalex.org/I4210166914
École Normale Supérieure,https://openalex.org/I29607241
École Normale Supérieure de Lyon,https://openalex.org/I113428412
École Polytechnique,https://openalex.org/I5124864
École Polytechnique Fédérale de Lausanne,https://openalex.org/I5124864
École des Mines de Saint-Étienne,https://openalex.org/I3019848993
École des Ponts ParisTech,https://openalex.org/I142631665
École normale supérieure Paris-Saclay,https://openalex.org/I11559806
Óbuda University,https://openalex.org/I103356709
Örebro University,https://openalex.org/I26437253
Üsküdar University,https://openalex.org/I1281256770
İstinye University,https://openalex.org/I4210121333
İzmir Kâtip Çelebi University,https://openalex.org/I250383648
Ştefan cel Mare University of Suceava,https://openalex.org/I12012874
Guilan University of Medical Sciences,https://openalex.org/I204331812
Gunma University,https://openalex.org/I165735259
Guru Ghasidas Vishwavidyalaya,https://openalex.org/I26285277
Guru Gobind Singh Indraprastha University,https://openalex.org/I105454292
Guru Jambheshwar University of Science and Technology,https://openalex.org/I15896350
Gwangju Institute of Science and Technology,https://openalex.org/I39534123
Gyeongsang National University,https://openalex.org/I189442560
HES-SO University of Applied Sciences and Arts of Western Switzerland,https://openalex.org/I173439891
Hacettepe University,https://openalex.org/I66514158
Hakim Sabzevari University,https://openalex.org/I40734275
Hallym University,https://openalex.org/I146824383
Halmstad University,https://openalex.org/I746986
Halu Oleo University,https://openalex.org/I35304288
Hamamatsu University School of Medicine,https://openalex.org/I3123035732
Hamburg University of Technology,https://openalex.org/I884043246
Hangzhou Dianzi University,https://openalex.org/I50760025
Hangzhou Normal University,https://openalex.org/I163151501
Hanoi Medical University,https://openalex.org/I189643551
Hanoi University of Science and Technology,https://openalex.org/I94518387
Hanyang University,https://openalex.org/I4575257
