name,inst_id,country_code,type
Universidade Óscar Ribas,I4210105945,AO,education
Universidade Politecnica,I4210096134,MZ,education
Universidade Rainha Njinga a Mbande,I4405255432,AO,education
Universidade São Tomás de Moçambique,I4210149956,MZ,education
Universidade Técnica de Moçambique,I4210130263,MZ,education
Universidade Zambeze,I4210118949,MZ,education
Université Abdou Moumouni,I130359222,NE,education
Université Adam Barka d'Abéché,I4210166478,TD,education
Université Adventiste de Goma,I4405259904,CD,education
Universite Adventiste de Lukanga,I4210167342,CD,education
Université Africaine de Développement Coopératif,I4210117789,BJ,education
Université Africaine de Technologie et de Management,I4210126148,BJ,education
Université Alassane Ouattara,I277791926,CI,education
Université Alioune Diop de Bambey,I4210137601,SN,education
Université Amadou Hampaté Ba,I4210087064,SN,education
Université Amadou Mahtar Mbow,I4405261108,SN,education
Université André Salifou,I4210151218,NE,education
Université Arabe des Sciences,I4210143442,TN,education
Université Aube Nouvelle,I4210135456,BF,education
Université Cardinal Malula,I4210162887,CD,education
Université Catholique de Bukavu,I4210124924,CD,education
Université Catholique de l'Afrique de l'Ouest - Unité Universitaire de Bobo Dioulasso,I4405258452,BF,education
Université Catholique du Congo,I4210118667,CD,education
Université Catholique du Graben,I4210096933,CD,education
Université Centrale de Tunis,I4210131235,TN,education
Université Constantine 2,I4210160465,DZ,education
Université d'Abomey-Calavi,I4210119417,BJ,education
Université d'Agriculture de Kétou,I4210131662,BJ,education
Université d'Oran 2,I4210149660,DZ,education
Université Dakar-Bourguiba,I4210161963,SN,education
Université de ain Témouchent,I4210163438,DZ,education
Université de Bertoua,I4405263204,CM,education
Université de Bondoukou,I4405261038,CI,education
Université de Cepromad,I4210088584,CD,education
Université de Dédougou,I4405260316,BF,education
Université de Denis Sassou N'guesso,I4405260314,CG,education
Université de Diffa,I4405258442,NE,education
Université de Dschang,I178331978,CM,education
Université de Fianarantsoa,I4210104797,MG,education
Université de Garoua,I4405260552,CM,education
Université de Kisangani,I63445334,CD,education
Université de l'Assomption au Congo,I4405259336,CD,education
Université de l'Uélé,I4210142940,CD,education
Université de la Formation Continue (UFC),I4405258604,DZ,education
Université de Mahajanga,I4210093537,MG,education
Université de Maradi,I4210158796,NE,education
Université de Mostaganem,I177657909,DZ,education
Université de Moundou,I4210124126,TD,education
Université de Notre-Dame du Kasai,I4210167235,CD,education
Université de Nouakchott,I90527594,MR,education
Université de Parakou,I4210113655,BJ,education
Université de Saida Dr.Moulay Tahar,I4210148060,DZ,education
Université de Sarh,I4210120684,TD,education
Université de Thiès,I79793008,SN,education
Université de Yaoundé I,I1331070479,CM,education
Université des Grands Lacs,I4210104141,BI,education
Université des Lettres et des Sciences Humaines de Bamako,I4210099332,ML,education
Université des Montagnes,I279418767,CM,education
Universite des Sciences Appliquée et Management,I4210163272,BJ,education
Université des Sciences de la Santé,I4210106126,GA,education
Université des Sciences et de la Technologie d'Oran Mohamed Boudiaf,I3124969661,DZ,education
Université des Sciences et de Technologie d'Ati,I4405261598,TD,education
Université des Sciences et Techniques de Masuku,I4210131477,GA,education
Université des Sciences Juridiques et Politiques de Bamako,I4210129427,ML,education
"Université des Sciences, de Technologie et de Médecine",I4210164586,MR,education
"Université des Sciences, des Techniques et des Technologies de Bamako",I4210112095,ML,education
Université Djibo Hamani,I4405261041,NE,education
Université Djilali Bounaama Khemis Miliana,I4210160578,DZ,education
Université Djilali de Sidi Bel Abbès,I4210125514,DZ,education
Université du Burundi,I208899625,BI,education
Université du Faso,I4405258894,BF,education
Université du Lac Tanganyika,I4210140420,BI,education
Université du Sahel,I4210134981,SN,education
Université du Sine Saloum El-Hâdj Ibrahima NIASS,I4210102026,SN,education
Université Euro-Afrique,I4210113163,SN,education
Université Evangélique en Afrique,I4210125530,CD,education
Université Félix Houphouët-Boigny,I48615539,CI,education
Université Gaston Berger,I112713213,SN,education
Université Général Lansana Conté,I4210108361,GN,education
Université Hassan 1er,I4210145365,MA,education
Université Hassan II Mohammedia,I4210164065,MA,education
Université Ibn Khaldoun,I4210106700,DZ,education
Université IBN Khaldoun Tiaret,I4210106700,DZ,education
Université Ibn Zohr,I4210088687,MA,education
Université Ibn-Tofail,I3121676899,MA,education
Université Internationale de Casablanca,I4210095535,MA,education
Université Internationale de Tunis,I4210127797,TN,education
Université Jean Lorougnon Guédé,I4210131988,CI,education
Université Joseph Ki-Zerbo,I129628643,BF,education
Université Kofi Annan de Guinée,I4210141251,GN,education
Université Larbi Tébessi,I4210095290,DZ,education
Université Libre de Kinshasa,I4210134038,CD,education
Université Libre de Luozi,I4210126533,CD,education
Université libre des Pays des Grands Lacs,I4210138119,CD,education
Université Libre du Burkina,I4405260064,BF,education
Université Libre du Congo,I4210159331,CG,education
Université Méditerranéenne Libre de Tunis,I4210163371,TN,education
Université Mohammed VI des Sciences et de la Santé,I4210119819,MA,education
Université Mohammed VI Polytechnique,I4210131560,MA,education
Université Montplaisir Tunis,I4210157202,TN,education
Université Moulay Ismail de Meknes,I4210153608,MA,education
Université Mustapha Stambouli de Mascara,I4210124230,DZ,education
Université Nangui Abrogoua,I17024267,CI,education
Université Nationale d'Agriculture,I4405261460,BJ,education
Université Nouveaux Horizons,I4405263895,CD,education
Université Officielle de Bukavu,I4210122770,CD,education
Université Officielle de Ruwenzori,I4405261061,CD,education
Université Oran 1 Ahmed Ben Bella,I137407579,DZ,education
Université Ouaga II,I4210089495,BF,education
Université Pédagogique Nationale,I4210133764,CD,education
Université Pelefero Gon Coulibaly,I4210126051,CI,education
Université Polytechnique de Gitega,I4405261190,BI,education
Université Polytechnique Intégrée,I4405260853,BI,education
Université Président Joseph Kasa-Vubu,I4210166849,CD,education
Université Privée d'Enseignement Supérieur El Amel,I4210166476,TN,education
Université Privée de Fès,I4405259825,MA,education
Université Privée de Ouagadougou,I4405258238,BF,education
Université Privée du Sud,I4210095206,TN,education
Université Professionnelle d'Afrique,I4210166886,CG,education
Université Protestante au Congo,I4210100376,CD,education
Université Protestante d'Afrique Centrale,I4210137785,CM,education
Université Protestante d'Afrique de l'Ouest,I4210087041,BJ,education
Université Protestante de Lubumbashi,I4210119842,CD,education
Université Shalom de Bunia,I4210139536,CD,education
Université Simon Kimbangu,I4210116281,CD,education
Université Sultan Moulay Slimane,I4210119856,MA,education
Université Tertiaire et Technologique-Lokko,I4210092763,CI,education
Université Tunis Carthage,I4210110695,TN,education
Université Virtuelle de Côte d'Ivoire,I4388446411,CI,education
Université William Booth,I4210161938,CD,education
University Center of Barika,I4405253896,DZ,education
University Center of Illizi,I4405257451,DZ,education
University Centre of Maghnia,I4392738204,DZ,education
University College of Agriculture and Environmental Studies,I2801170945,GH,education
University College of Aviation and Technology,I4210166331,TN,education
University College of Management Studies,I3130259207,GH,education
University College of Technology,I4210162553,CM,education
University of Jijel,I116970179,DZ,education
University of Johannesburg,I24027795,ZA,education
University of Jos,I161374704,NG,education
University of Juba,I192929712,SS,education
University of Kabianga,I299595467,KE,education
University of Kairouan,I55167344,TN,education
University of Kalemie,I4210166830,CD,education
University of Kamina,I4210104488,CD,education
University of Kara,I4210086877,TG,education
University of Khartoum,I150406212,SD,education
University of Kigali,I3132931743,RW,education
University of Kikwit,I4210100160,CD,education
University of Kindu,I3129744201,CD,education
University of Kinshasa,I34942010,CD,education
University of Kisubi,I3129257098,UG,education
University of Kivu,I4210116596,CD,education
University of Kolwezi,I4210100477,CD,education
University of Kordofan,I77072003,SD,education
University of Koudougou,I4210122444,BF,education
University of KwaZulu-Natal,I95023434,ZA,education
University of Laghouat,I50219554,DZ,education
University of Lagos,I197610006,NG,education
University of Lay Adventists of Kigali,I4210094054,RW,education
University of Liberia,I149743910,LR,education
University of Limpopo,I90546491,ZA,education
University of Livingstonia,I4210118457,MW,education
University of Lomé,I4287427,TG,education
University of Lubumbashi,I134231150,CD,education
University of Lusaka,I224527630,ZM,education
University of Maiduguri,I64351976,NG,education
University of Makeni,I3132465432,SL,education
University of Malawi,I157591606,MW,education
University of Management and Technology,I87482320,PK,education
University of Maroua,I213072177,CM,education
University of Mauritius,I69072986,MU,education
University of Mbandaka,I4210158612,CD,education
University of Mbuji Mayi,I2802111147,CD,education
"University of Media, Arts and Communication",I4399657971,GH,education
University of Medical Sciences and Technology,I145354842,SD,education
University of Military Science and Technology,I4210167133,UG,education
University of Mines and Technology,I27031042,GH,education
University of Mkar,I3129970296,NG,education
University of Monastir,I166928557,TN,education
University of Mpumalanga,I3130933589,ZA,education
University of N'Djamena,I117723502,TD,education
University of Nairobi,I12859529,KE,education
University of Namibia,I217085601,NA,education
University of Ngaoundéré,I59196294,CM,education
University of Ngozi,I4210135081,BI,education
University of Nigeria,I11892038,NG,education
University of Nyala,I4210134437,SD,education
University of Ouargla,I114564095,DZ,education
University of Port Harcourt,I100116408,NG,education
University of Pretoria,I69552723,ZA,education
University of Professional Studies,I7589121,GH,education
University of Reunion Island,I24715933,RE,education
University of Rwanda,I4210087849,RW,education
University of Sadat City,I338016083,EG,education
University of Science and Technology of Benin,I3132158071,BJ,education
University of Science and Technology of Ivory Coast,I4210117593,CI,education
University of Science and Technology of Togo,I4210126854,TG,education
University of Science and Technology Omdurman,I4210088616,SD,education
University of Sciences and Technology Houari Boumediene,I157169809,DZ,education
University of Seychelles,I4210157386,SC,education
University of Sfax,I142899784,TN,education
University of Sierra Leone,I182377803,SL,education
University of Skikda,I98962006,DZ,education
University of Somalia,I2802043524,SO,education
University of Sousse,I8636806,TN,education
University of South Africa,I165390105,ZA,education
University of Southern Somalia,I4210129720,SO,education
University of Tamanghasset,I4210096460,DZ,education
University of Technology,I98358874,NL,education
"University of Technology, Mauritius",I56592726,MU,education
University of the Free State,I26999989,ZA,education
University of the Gambia,I176150703,GM,education
University of the Holy Quran and Islamic Sciences,I3131611021,SD,education
University of the Sacred Heart Gulu,I4210107656,UG,education
University of the Western Cape,I869660684,ZA,education
University of the Witwatersrand,I192619145,ZA,education
University of Timbuktu,I4210152109,ML,education
University of Toamasina,I3130315128,MG,education
University of Toliara,I3132291312,MG,education
University of Tripoli,I23906160,LY,education
University of Tripoli Al-ahlia,I4210143427,LY,education
University of Uyo,I37797678,NG,education
University of Venda,I84929415,ZA,education
University of Zalingei,I3130857668,SD,education
University of Zambia,I33278361,ZM,education
University of Zimbabwe,I153455119,ZW,education
University of Zululand,I12553626,ZA,education
University Yahia Fares of Medea,I4210128965,DZ,education
Upper Nile University,I83413266,SS,education
Usmanu Danfodiyo University,I55202024,NG,education
Uzima University College,I4210117021,KE,education
Vaal University of Technology,I129615261,ZA,education
Valley View University,I3133169337,GH,education
Venite University,I4405264262,NG,education
Veritas University,I4210158569,NG,education
Victoria University,I71270174,AU,education
University Mohamed Boudiaf of M'sila,NA,NA,NA
University Mohamed El Bachir El Ibrahimi of Bordj Bou Arreridj,NA,NA,NA
University of Abou Bekr Belkaïd,NA,NA,NA
University of Abuja,NA,NA,NA
University of Africa,NA,NA,NA
University of Africa Toru-Orua,I4405257265,NG,education
"University of Agriculture and Environmental Sciences, Umuagwo",I4405256953,NG,education
University of Ajdabiya,I4405253411,LY,education
University of al-Qarawiyyin,I3141888691,MA,education
University of Algiers 3,I4210107086,DZ,education
University of Algiers Benyoucef Benkhedda,I192268740,DZ,education
University of Antananarivo,I137724175,MG,education
University of Applied Management,I2802394218,DE,education
University of Arusha,I3130965160,TZ,education
University of Asmara,I86539363,ER,education
University of Bagamoyo,I3129199519,TZ,education
University of Bahr El-Ghazal,I2802194555,SS,education
University of Bahri,I4210148209,SD,education
University of Bakhtalruda,I3129221262,SD,education
University of Bamako,I41343362,ML,education
University of Bamenda,I263774594,CM,education
University of Bandundu,I4210165398,CD,education
University of Bangui,I4210112994,CF,education
University of Batna 1,I162489102,DZ,education
University of Bechar,I143936627,DZ,education
University of Béjaïa,I187560010,DZ,education
University of Benghazi,I31439502,LY,education
University of Benin,I6406202,NG,education
University of Biskra,I206961696,DZ,education
University of Blida,I83332908,DZ,education
University of Botswana,I157273133,BW,education
University of Bouira,I3129390127,DZ,education
University of Boumerdes,I3121272148,DZ,education
University of Buea,I144693123,CM,education
University of Calabar,I3970730,NG,education
University of Cape Coast,I133771110,GH,education
University of Cape Town,I157614274,ZA,education
University of Cape Verde,I250481426,CV,education
University of Carthage,I179097149,TN,education
University of Constantine 3,I4391767747,DZ,education
University of Cross River State,I3131845690,NG,education
University of Dar es Salaam,I182078086,TZ,education
University of Derna,I4405253389,LY,education
University of Djibouti,I4210154350,DJ,education
University of Dongola,I3131077051,SD,education
University of Douala,I163423212,CM,education
"University of Eastern Africa, Baraton",I89008938,KE,education
University of Education and Entrepreneurship,I4405262537,NG,education
"University of Education, Winneba",I145876445,GH,education
University of El Imam El Mahdi,I4210102129,SD,education
University of Eldoret,I22607950,KE,education
University of Eloued,I4210157185,DZ,education
University of Embu,I3132506069,KE,education
University of Energy and Natural Resources,I291863076,GH,education
University of Eswatini,I16969244,SZ,education
University of Fort Hare,I114499477,ZA,education
University of Gabès,I68916915,TN,education
University of Gafsa,I35845393,TN,education
University of Garden City,I2890612012,SD,education
University of Gedo,I4210152847,SO,education
University of Gezira,I78157869,SD,education
University of Ghana,I138690464,GH,education
University of Ghardaia,I4210115782,DZ,education
University of Gharyan,I4210165767,LY,education
University of Global Health Equity,I4210143973,RW,education
University of Goma,I4210144392,CD,education
University of Gondar,I8764889,ET,education
University of Guelma,I4210097536,DZ,education
University of Hargeisa,I246527472,SO,education
University of Hassan II Casablanca,I99297268,MA,education
University of Health and Allied Sciences,I154840374,TZ,education
University of Health Sciences,I131736796,LT,education
University of Ibadan,I181631907,NG,education
University of Ilesa,I4387155173,NG,education
University of Ilorin,I134542131,NG,education
University of Jendouba,I54316950,TN,education
Virtual University of Tunis,I4210099802,TN,education
Virtual University of Uganda,I4210120092,UG,education
Wad Medani Ahlia University,I4210097089,SD,education
Wadi Alshatti University,I4405256829,LY,education
Walter Sisulu University,I92579986,ZA,education
"Water Institute, Tanzania",I4405258389,TZ,education
Webster University Ghana,I4210164287,GH,education
Wellspring University,I2799534737,NG,education
Wesley University,I4210107103,NG,education
West Africa Vocational Education,I4210166378,NG,education
West African College of Physicians,I4210121192,NG,education
West Kordofan University,I4210163001,SD,education
West Midlands Open University,I4405255762,NG,education
Western Delta University,I3129425364,NG,education
Wigwe University,I4405257292,NG,education
William V. S. Tubman University,I4210112489,LR,education
Wisconsin International University College,I4210143128,GH,education
Wolaita Sodo University,I4210101494,ET,education
Woldia University,I4210159645,ET,education
Wolkite University,I4210085988,ET,education
Wollega University,I301615471,ET,education
Wollo University,I4210114501,ET,education
Women's University in Africa,I111908491,ZW,education
Yaba College of Technology,I187350138,NG,education
Yanet Health College,I4210123786,ET,education
Yobe State University,I3130046622,NG,education
Youcef El Khatib University of Health Sciences,I4405265100,DZ,education
Zagazig University,I192398990,EG,education
Zambia Catholic University,I4210162798,ZM,education
Zambia Centre for Accountancy Studies,I4210131105,ZM,education
Zambia Forestry College,I3130487124,ZM,education
Zambian Open University,I4210086394,ZM,education
Zanzibar School of Health,I4210091441,TZ,education
Zanzibar University,I3130477979,TZ,education
Zenith University College,I3130444996,GH,education
Zetech University,I3130743347,KE,education
Zewail City of Science and Technology,I4210150948,EG,education
Ziane Achour University of Djelfa,I4210086990,DZ,education
Ziguinchor University,I3133343326,SN,education
Zimbabwe Ezekiel Guti University,I2802209371,ZW,education
Zimbabwe Ezekiel Guti University Press,I4405258886,ZW,education
Zimbabwe National Defence University,I4405257377,ZW,education
Zimbabwe Open University,I109121592,ZW,education
Zimbabwe University Libraries Consortium,I4399598435,ZW,education
Zintan University,I4387152903,LY,education
Abbès Laghrour University of Khenchela,I4210130929,DZ,education
Abdelmalek Essaâdi University,I240042149,MA,education
Abdulrahman Al-Sumait University,I4405257764,TZ,education
Centre d’excellence africain pour la prévention et le contrôle des maladies transmissibles,NA,NA,NA
Delta State Polytechnic Otefe-Oghara,I4405256528,NG,education
Delta State University,I193555791,NG,education
Delta State University of Science and Technology Ozoro,I4405254558,NG,education
Delta University for Science and Technology,I882248123,EG,education
Dessie Health Science College,I4405264709,ET,education
Dhow Countries Music Academy,I4210102760,TZ,education
Dilla University,I4210136909,ET,education
Dire Dawa University,I3131880829,ET,education
DMI St. Eugene University,I4210110797,ZM,education
DMI-St. John the Baptist University,I4210122687,MW,education
"Dominican University, Ibadan",I4405258287,NG,education
Ecole Nationale d’Ingénieurs – Abderhamane Baba Touré,NA,NA,NA
École Nationale Supérieure de Journalisme et des Sciences de l’Information,NA,NA,NA
École Régionale Supérieure de la Magistrature (ERSUMA) de l’OHADA,NA,NA,NA
Ecole Supérieure d’Economie Appliquée,NA,NA,NA
Ecole Supérieure en Sciences Biologiques d’Oran,NA,NA,NA
Institut de Statistiques et d’Études Économiques du Burundi,NA,NA,NA
Institut National d’Hygiène Publique,NA,NA,NA
Institut National des Sciences Comptables et de l’Administration d’Entreprises,NA,NA,NA
Institut Supérieur d’Art Dramatique et d’Animation Culturelle,NA,NA,NA
Institut Supérieur d’Electronique et des Réseaux & Télécommunications,NA,NA,NA
"Institut Supérieur d’Informatique, Programmation et Analyse",NA,NA,NA
Institut Supérieur du Sport et de l’Éducation Physique de Sfax,NA,NA,NA
Instituto Nacional de Estatística,I4210139036,CV,education
Instituto Superior Cristão,I4210137493,MZ,education
Instituto Superior de Administração e Finanças,I4405253711,AO,education
Instituto Superior de Artes e Cultura,I4210147889,MZ,education
Instituto Superior de Ciências da Educação de Benguela,I4405259650,AO,education
Instituto Superior de Ciencias de Saude,I4210146479,MZ,education
Instituto Superior de Ciências e Tecnologia Alberto Chipande,I4210116050,MZ,education
Instituto Superior de Ciências e Tecnologia de Moçambique,I4210136338,MZ,education
Instituto Superior de Ciências Económicas e Empresariais,I4210088655,CV,education
Instituto Superior de Ciencias Sociais e Relações Internacionais,I4210139431,AO,education
Instituto Superior de Comunicação e Imagem de Moçambique,I4210092341,MZ,education
Instituto Superior de Transportes e Comunicaçõe,I4210114895,MZ,education
National University of Equatorial Guinea,I4210152282,GQ,education
National University of Lesotho,I162254961,LS,education
National University of Science and Technology,I12003341,RU,education
"National University of Sciences, Technologies, Engineering and Mathematics",I4210134560,BJ,education
Nazi Boni University,I3131918342,BF,education
Ndejje University,I3132131080,UG,education
Nelson Mandela African Institution of Science and Technology,I97231232,TZ,education
Nelson Mandela University,I99712911,ZA,education
New Generation University College,I2802457231,ET,education
New Giza University,I4405261678,EG,education
Newgate University Minna,I4405259301,NG,education
Niger Delta University,I147765412,NG,education
Niger State Polytechnic,I4210150006,NG,education
Nigeria Police Academy,I4405252817,NG,education
Nigerian Army College of Education,I4405255734,NG,education
Nigerian Defence Academy,I33783412,NG,education
Nigerian Institute of Transport Technology,I4405260851,NG,education
Nigerian University Games Association,I4210140764,NG,education
Nigerian University of Technology and Management,I4405259264,NG,education
Nile University,I57629906,EG,education
Nile University of Nigeria,I4210165297,NG,education
Nile University of Science and Technology,I4399598455,SO,education
Nile Valley University,I158878888,SD,education
Njala University,I195729267,SL,education
Nkumba University,I119444248,UG,education
Nnamdi Azikiwe University,I207227095,NG,education
North Gate University,I4210157503,RW,education
"North-Eastern University, Gombe",I4405254986,NG,education
North-West University,I27765905,ZA,education
Northrise University,I3130391927,ZM,education
Novena University,I233754661,NG,education
Nugaal University,I3132836742,SO,education
"Nurses' Training College, Ho",I2799828974,GH,education
Obafemi Awolowo University,I45711476,NG,education
Obong University,I3130618196,NG,education
Obour Institutes,I4210132304,EG,education
Unité de Recherche en Génie des Procédés et en Génie de l’Environnement,NA,NA,NA
Université d’Antsiranana,NA,NA,NA
Université d’Ébolowa,NA,NA,NA
University Elmergib,I4210148074,LY,education
University Ferhat Abbas of Setif,I40193446,DZ,education
University for Development Studies,I83291730,GH,education
University Frères Mentouri Constantine 1,I125485651,DZ,education
